id,user_id,session_id,timestamp,health_profile,product_id,product_name,barcode,category,ingredients,season,action,dlc_days,hour,cart_id,order_id,quantity,price
1562,0698810d-2b5d-4b89-8998-c70897f56f92,sess_206,13:10.3,High blood pressure,163,Shrimp,2503000003,Fish & Seafood,Fresh fish. Daily catch,Spring,view,221,14,,,,1005
1690,0698810d-2b5d-4b89-8998-c70897f56f92,sess_170,24:43.6,High blood pressure,180,Squid,2503000020,Fish & Seafood,Fresh fish. Daily catch,Spring,click,134,17,,,,1390
376,fc9946fb-552f-4460-87b5-d469d3a04815,sess_90,51:46.7,Lactose intolerance,35,Green peppers bulk,2501000035,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,252,14,,,,115
472,fc9946fb-552f-4460-87b5-d469d3a04815,sess_465,25:57.8,Lactose intolerance,47,Watermelon 1kg,2501100047,Fruits & Vegetables,Fresh products. No preservatives,Spring,view,330,20,,,,280
524,fc9946fb-552f-4460-87b5-d469d3a04815,sess_183,13:58.7,Lactose intolerance,50,Oranges 1kg,2501100050,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,169,8,,,,85
592,fc9946fb-552f-4460-87b5-d469d3a04815,sess_469,47:29.7,Lactose intolerance,58,Oranges 1kg,2501100058,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,121,12,,,,325
1576,fc9946fb-552f-4460-87b5-d469d3a04815,sess_265,25:19.6,Lactose intolerance,166,Whiting,2503000006,Fish & Seafood,Fresh fish. Daily catch,Spring,view,228,22,,,,1085
1598,fc9946fb-552f-4460-87b5-d469d3a04815,sess_77,56:46.1,Lactose intolerance,169,Mackerel,2503000009,Fish & Seafood,Fresh fish. Daily catch,Spring,click,83,15,,,,1465
1610,fc9946fb-552f-4460-87b5-d469d3a04815,sess_392,15:25.3,Lactose intolerance,170,Sea bream,2503000010,Fish & Seafood,Fresh fish. Daily catch,Winter,click,248,20,,,,1015
1774,fc9946fb-552f-4460-87b5-d469d3a04815,sess_335,52:09.8,Lactose intolerance,190,Whiting,2503000030,Fish & Seafood,Fresh fish. Daily catch,Winter,click,107,7,,,,1145
1928,fc9946fb-552f-4460-87b5-d469d3a04815,sess_181,29:34.7,Lactose intolerance,206,Camembert cheese,2504000006,Dairy Products,Pasteurized milk. Lactic ferments,Spring,click,104,22,,,,350
1968,fc9946fb-552f-4460-87b5-d469d3a04815,sess_41,43:18.0,Lactose intolerance,211,Raisin,2504000011,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,238,22,,,,125
1979,fc9946fb-552f-4460-87b5-d469d3a04815,sess_477,19:39.2,Lactose intolerance,212,Kiri cheese,2504000012,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,260,16,,,,170
2002,fc9946fb-552f-4460-87b5-d469d3a04815,sess_297,47:34.5,Lactose intolerance,215,Whole milk 1L,2504000015,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,191,16,,,,330
1035,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_394,28:37.9,Nut allergy,106,Chicken thighs,2502000026,Meat & Poultry,Halal meat. No additives,Winter,search,290,6,,,,
1722,40631c98-0f96-44d3-ae39-770db02e1855,sess_225,16:52.8,Vegan,183,Whiting,2503000023,Fish & Seafood,Fresh fish. Daily catch,Winter,click,263,22,,,,995
1731,40631c98-0f96-44d3-ae39-770db02e1855,sess_338,12:19.7,Vegan,184,Sardines,2503000024,Fish & Seafood,Fresh fish. Daily catch,Winter,view,165,12,,,,1260
1929,40631c98-0f96-44d3-ae39-770db02e1855,sess_353,53:58.7,Vegan,206,Camembert cheese,2504000006,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,139,11,,,,350
2086,40631c98-0f96-44d3-ae39-770db02e1855,sess_113,09:39.9,Vegan,225,Lben buttermilk,2504000025,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,365,9,,,,100
2143,40631c98-0f96-44d3-ae39-770db02e1855,sess_464,03:25.3,Vegan,231,Semi-skimmed milk 1L,2504000031,Dairy Products,Pasteurized milk. Lactic ferments,Spring,view,225,7,,,,375
226,27403d98-f72b-479f-9248-dad1a7c7c137,sess_101,26:18.3,Seafood allergy,7,Green salad bulk,2501000007,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,352,15,,,,140
323,27403d98-f72b-479f-9248-dad1a7c7c137,sess_336,03:31.3,Seafood allergy,21,Potatoes bulk,2501000021,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,382,19,,,,190
456,27403d98-f72b-479f-9248-dad1a7c7c137,sess_96,56:44.7,Seafood allergy,45,Grapes 1kg,2501100045,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,389,18,,,,300
463,27403d98-f72b-479f-9248-dad1a7c7c137,sess_303,08:28.4,Seafood allergy,46,Strawberries 1kg,2501100046,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,366,15,,,,325
525,27403d98-f72b-479f-9248-dad1a7c7c137,sess_369,45:23.9,Seafood allergy,50,Oranges 1kg,2501100050,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,154,23,,,,85
585,27403d98-f72b-479f-9248-dad1a7c7c137,sess_149,33:11.8,Seafood allergy,57,Bananas 1kg,2501100057,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,301,15,,,,260
641,27403d98-f72b-479f-9248-dad1a7c7c137,sess_377,49:24.1,Seafood allergy,63,Watermelon 1kg,2501100063,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,362,12,,,,290
754,27403d98-f72b-479f-9248-dad1a7c7c137,sess_442,19:15.7,Seafood allergy,75,Clementines 1kg,2501100075,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,227,13,,,,125
1841,27403d98-f72b-479f-9248-dad1a7c7c137,sess_370,24:45.8,Seafood allergy,197,Tuna,2503000037,Fish & Seafood,Fresh fish. Daily catch,Spring,click,263,23,,,,980
1898,27403d98-f72b-479f-9248-dad1a7c7c137,sess_328,38:25.1,Seafood allergy,203,Fruit yogurt,2504000003,Dairy Products,Pasteurized milk. Lactic ferments,Spring,view,113,6,,,,75
1952,27403d98-f72b-479f-9248-dad1a7c7c137,sess_171,04:42.3,Seafood allergy,209,Sour cream,2504000009,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,233,8,,,,250
1958,27403d98-f72b-479f-9248-dad1a7c7c137,sess_98,24:49.0,Seafood allergy,210,Lben buttermilk,2504000010,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,175,8,,,,400
1980,27403d98-f72b-479f-9248-dad1a7c7c137,sess_238,04:45.2,Seafood allergy,212,Kiri cheese,2504000012,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,231,11,,,,170
2011,27403d98-f72b-479f-9248-dad1a7c7c137,sess_105,34:58.5,Seafood allergy,216,Semi-skimmed milk 1L,2504000016,Dairy Products,Pasteurized milk. Lactic ferments,Spring,view,194,17,,,,260
2087,27403d98-f72b-479f-9248-dad1a7c7c137,sess_449,31:58.1,Seafood allergy,225,Lben buttermilk,2504000025,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,330,17,,,,100
2109,27403d98-f72b-479f-9248-dad1a7c7c137,sess_284,34:05.5,Seafood allergy,228,Laughing Cow cheese,2504000028,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,303,16,,,,185
203,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_262,04:19.6,Celiac disease,5,Green peppers bulk,2501000005,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,331,9,,,,60
227,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_463,22:50.3,Celiac disease,7,Green salad bulk,2501000007,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,308,13,,,,140
348,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_328,30:22.8,Celiac disease,23,Carrots bulk,2501000023,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,286,13,,,,80
379,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_96,00:10.6,Celiac disease,35,Green peppers bulk,2501000035,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,207,8,,,,115
480,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_374,55:00.0,Celiac disease,48,Golden apples 1kg,2501100048,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,365,15,,,,205
594,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_443,17:49.5,Celiac disease,58,Oranges 1kg,2501100058,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,129,13,,,,325
642,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_378,43:46.5,Celiac disease,63,Watermelon 1kg,2501100063,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,341,12,,,,290
707,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_255,33:13.5,Celiac disease,70,Strawberries 1kg,2501100070,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,154,19,,,,245
728,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_485,11:09.0,Celiac disease,72,Golden apples 1kg,2501100072,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,124,16,,,,300
1740,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_289,52:20.0,Celiac disease,185,Mackerel,2503000025,Fish & Seafood,Fresh fish. Daily catch,Winter,view,290,8,,,,645
1990,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_195,26:25.6,Celiac disease,213,Laughing Cow cheese,2504000013,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,208,15,,,,385
2152,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_468,13:44.9,Celiac disease,232,Plain yogurt,2504000032,Dairy Products,Pasteurized milk. Lactic ferments,Spring,view,180,22,,,,385
27,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_482,04:36.2,Celiac disease,165,Tuna,2503000005,Fish & Seafood,Fresh fish. Daily catch,Winter,click,390,13,,,,830
2190,d02a3cce-e0d4-4c96-ab79-6e9452ad6d31,sess_374,14:06.8,Celiac disease,236,Camembert cheese,2504000036,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,197,7,,,,60
134,c64a7102-1c12-4877-81bf-99c045d5073f,sess_152,49:53.3,Keto diet,246,Semi-skimmed milk 1L,2504000046,Dairy Products,Pasteurized milk. Lactic ferments,Spring,view,243,23,,,,165
162,c64a7102-1c12-4877-81bf-99c045d5073f,sess_219,17:04.2,Keto diet,1,Potatoes bulk,2501000001,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,89,7,,,,170
213,c64a7102-1c12-4877-81bf-99c045d5073f,sess_170,27:01.5,Keto diet,6,Eggplants bulk,2501000006,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,142,12,,,,115
239,c64a7102-1c12-4877-81bf-99c045d5073f,sess_431,09:09.9,Keto diet,8,Cucumbers bulk,2501000008,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,194,23,,,,75
296,c64a7102-1c12-4877-81bf-99c045d5073f,sess_54,18:36.5,Keto diet,18,Cucumbers bulk,2501000018,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,241,12,,,,105
150,a1d209e9-9da2-45e6-96ab-8e0608aa2d24,sess_179,23:17.2,Celiac disease,1183,Mustard,2510600002,Savory Grocery,Natural ingredients,Winter,add_to_cart,240,14,16,,1,60
313,c64a7102-1c12-4877-81bf-99c045d5073f,sess_296,24:33.8,Keto diet,20,Round tomatoes bulk,2501000020,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,175,16,,,,55
357,c64a7102-1c12-4877-81bf-99c045d5073f,sess_467,51:56.2,Keto diet,24,Zucchini bulk,2501000024,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,296,7,,,,195
380,c64a7102-1c12-4877-81bf-99c045d5073f,sess_319,32:50.9,Keto diet,35,Green peppers bulk,2501000035,Fruits & Vegetables,Fresh products. No preservatives,Spring,view,174,17,,,,115
438,c64a7102-1c12-4877-81bf-99c045d5073f,sess_234,41:31.9,Keto diet,43,Clementines 1kg,2501100043,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,287,11,,,,265
457,c64a7102-1c12-4877-81bf-99c045d5073f,sess_24,06:32.1,Keto diet,45,Grapes 1kg,2501100045,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,329,20,,,,300
674,c64a7102-1c12-4877-81bf-99c045d5073f,sess_383,50:10.7,Keto diet,67,Clementines 1kg,2501100067,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,200,6,,,,120
682,c64a7102-1c12-4877-81bf-99c045d5073f,sess_100,23:16.7,Keto diet,68,Pears 1kg,2501100068,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,352,18,,,,280
713,c64a7102-1c12-4877-81bf-99c045d5073f,sess_47,52:04.9,Keto diet,71,Watermelon 1kg,2501100071,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,112,19,,,,115
766,c64a7102-1c12-4877-81bf-99c045d5073f,sess_428,22:30.1,Keto diet,76,Pears 1kg,2501100076,Fruits & Vegetables,Fresh products. No preservatives,Spring,view,166,16,,,,135
2088,c64a7102-1c12-4877-81bf-99c045d5073f,sess_194,13:39.4,Keto diet,225,Lben buttermilk,2504000025,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,345,6,,,,100
2103,c64a7102-1c12-4877-81bf-99c045d5073f,sess_332,30:40.5,Keto diet,227,Kiri cheese,2504000027,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,119,7,,,,105
28,c64a7102-1c12-4877-81bf-99c045d5073f,sess_336,05:37.0,Keto diet,165,Tuna,2503000005,Fish & Seafood,Fresh fish. Daily catch,Spring,click,329,10,,,,830
69,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_409,29:51.3,None,761,Boga,2508000071,Beverages,Water. Sugar. Natural flavors,Winter,view,232,20,,,,80
98,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_291,20:50.1,None,941,Fabric softener,2512000001,Household Cleaning,Natural ingredients,Winter,click,1412,10,,,,355
108,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_321,32:55.6,None,10,Round tomatoes bulk,2501000010,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,195,8,,,,175
228,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_305,00:56.8,None,7,Green salad bulk,2501000007,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,380,13,,,,140
306,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_340,14:25.1,None,19,Green beans bulk,2501000019,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,202,12,,,,160
371,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_337,24:42.2,None,34,Zucchini bulk,2501000034,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,340,12,,,,65
419,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_204,59:37.2,None,40,Round tomatoes bulk,2501000040,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,322,7,,,,105
526,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_414,34:31.8,None,50,Oranges 1kg,2501100050,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,168,8,,,,85
630,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_398,53:55.0,None,62,Strawberries 1kg,2501100062,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,340,12,,,,150
675,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_219,34:42.7,None,67,Clementines 1kg,2501100067,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,222,20,,,,120
714,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_417,00:01.0,None,71,Watermelon 1kg,2501100071,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,146,7,,,,115
774,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_158,45:33.3,None,77,Grapes 1kg,2501100077,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,129,8,,,,85
2179,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_202,15:41.0,None,235,Petit suisse cheese,2504000035,Dairy Products,Pasteurized milk. Lactic ferments,Spring,click,192,7,,,,290
135,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_31,09:38.0,Vegetarian,246,Semi-skimmed milk 1L,2504000046,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,281,14,,,,165
194,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_484,08:33.0,Vegetarian,4,Zucchini bulk,2501000004,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,134,14,,,,160
275,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_115,52:42.8,Vegetarian,16,Eggplants bulk,2501000016,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,391,7,,,,70
297,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_369,58:09.3,Vegetarian,18,Cucumbers bulk,2501000018,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,220,22,,,,105
411,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_233,34:04.9,Vegetarian,39,Green beans bulk,2501000039,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,270,16,,,,55
481,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_485,01:10.0,Vegetarian,48,Golden apples 1kg,2501100048,Fruits & Vegetables,Fresh products. No preservatives,Spring,view,280,21,,,,205
560,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_156,35:55.2,Vegetarian,54,Strawberries 1kg,2501100054,Fruits & Vegetables,Fresh products. No preservatives,Spring,view,193,6,,,,285
595,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_365,22:05.8,Vegetarian,58,Oranges 1kg,2501100058,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,146,18,,,,325
616,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_29,22:49.8,Vegetarian,60,Pears 1kg,2501100060,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,249,14,,,,140
739,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_201,31:00.2,Vegetarian,73,Bananas 1kg,2501100073,Fruits & Vegetables,Fresh products. No preservatives,Spring,click,149,7,,,,235
1680,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_182,48:33.3,None,178,Sea bream,2503000018,Fish & Seafood,Fresh fish. Daily catch,Winter,view,348,2,,,,1005
2074,076e2764-98c5-491e-b7f7-a7d41ed5f4e9,sess_326,22:24.7,None,224,Sour cream,2504000024,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,267,1,,,,300
420,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_315,44:18.4,Vegetarian,40,Round tomatoes bulk,2501000040,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,353,3,,,,105
527,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_232,44:20.8,Vegetarian,50,Oranges 1kg,2501100050,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,139,4,,,,85
214,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_91,36:52.1,Obesity. Diabetes,6,Eggplants bulk,2501000006,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,179,17,,,,115
265,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_59,24:42.2,Obesity. Diabetes,15,Green peppers bulk,2501000015,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,383,12,,,,195
314,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_480,07:43.0,Obesity. Diabetes,20,Round tomatoes bulk,2501000020,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,211,13,,,,55
482,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_452,24:55.4,Obesity. Diabetes,48,Golden apples 1kg,2501100048,Fruits & Vegetables,Fresh products. No preservatives,Spring,view,297,11,,,,205
573,0747b7f5-f8d4-4582-b20c-2ab53700fbe0,sess_45,06:27.2,Lactose intolerance,56,Golden apples 1kg,2501100056,Fruits & Vegetables,Fresh products. No preservatives,Spring,purchase,63,23,25,500,1,285
1592,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_29,23:03.9,Obesity. Diabetes,168,Sardines,2503000008,Fish & Seafood,Fresh fish. Daily catch,Winter,view,380,16,,,,360
1862,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_263,40:37.6,Obesity. Diabetes,199,Whiting,2503000039,Fish & Seafood,Fresh fish. Daily catch,Winter,view,349,8,,,,435
1723,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_160,58:54.8,Vegetarian,183,Whiting,2503000023,Fish & Seafood,Fresh fish. Daily catch,Winter,view,248,0,,,,995
1768,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_73,08:18.4,Vegetarian,189,Tuna,2503000029,Fish & Seafood,Fresh fish. Daily catch,Winter,click,138,0,,,,335
1816,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_215,42:59.7,Vegetarian,195,Shrimp,2503000035,Fish & Seafood,Fresh fish. Daily catch,Winter,view,151,1,,,,1250
2005,64babb01-1cca-4d6f-86cd-76ae3d9bc2ee,sess_254,59:25.0,Vegetarian,215,Whole milk 1L,2504000015,Dairy Products,Pasteurized milk. Lactic ferments,Spring,view,144,1,,,,330
1793,f9d1406a-3ed4-4c6b-9de2-f140599f900d,sess_416,29:47.8,Vegetarian,192,Sardines,2503000032,Fish & Seafood,Fresh fish. Daily catch,Spring,click,229,10,,,,885
2023,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_218,15:01.9,Obesity. Diabetes,217,Plain yogurt,2504000017,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,281,2,,,,85
2047,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_426,47:18.8,Obesity. Diabetes,220,Petit suisse cheese,2504000020,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,94,3,,,,265
2095,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_134,42:32.7,Obesity. Diabetes,226,Raisin,2504000026,Dairy Products,Pasteurized milk. Lactic ferments,Spring,view,216,5,,,,310
2153,69663972-3579-4cfa-a2e2-a1b47e76cec6,sess_469,17:21.7,Obesity. Diabetes,232,Plain yogurt,2504000032,Dairy Products,Pasteurized milk. Lactic ferments,Spring,click,177,1,,,,385
92,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_196,58:23.4,Nut allergy,946,Garbage bags,2512000006,Household Cleaning,Natural ingredients,Winter,view,1446,5,,,,155
395,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_327,54:28.8,Nut allergy,37,Green salad bulk,2501000037,Fruits & Vegetables,Fresh products. No preservatives,Spring,view,285,2,,,,140
1618,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_390,40:14.4,Nut allergy,171,Shrimp,2503000011,Fish & Seafood,Fresh fish. Daily catch,Winter,view,320,17,,,,780
1666,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_382,48:52.9,Nut allergy,176,Sardines,2503000016,Fish & Seafood,Fresh fish. Daily catch,Spring,click,330,13,,,,775
1675,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_402,40:31.9,Nut allergy,177,Mackerel,2503000017,Fish & Seafood,Fresh fish. Daily catch,Winter,view,314,11,,,,300
1691,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_289,01:42.7,Nut allergy,180,Squid,2503000020,Fish & Seafood,Fresh fish. Daily catch,Spring,click,140,10,,,,1390
1733,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_244,02:37.8,Nut allergy,184,Sardines,2503000024,Fish & Seafood,Fresh fish. Daily catch,Spring,view,105,13,,,,1260
1750,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_180,25:36.8,Nut allergy,187,Shrimp,2503000027,Fish & Seafood,Fresh fish. Daily catch,Winter,click,223,22,,,,840
1818,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_291,51:13.5,Nut allergy,195,Shrimp,2503000035,Fish & Seafood,Fresh fish. Daily catch,Winter,click,112,21,,,,1250
1900,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_237,05:10.7,Nut allergy,203,Fruit yogurt,2504000003,Dairy Products,Pasteurized milk. Lactic ferments,Spring,view,104,6,,,,75
2096,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_264,20:28.6,Nut allergy,226,Raisin,2504000026,Dairy Products,Pasteurized milk. Lactic ferments,Spring,click,201,18,,,,310
2120,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_39,50:57.6,Nut allergy,229,Eggs 6pcs,2504000029,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,232,12,,,,260
2134,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_455,03:13.9,Nut allergy,230,Whole milk 1L,2504000030,Dairy Products,Pasteurized milk. Lactic ferments,Winter,click,274,13,,,,375
110,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_267,50:30.8,Nut allergy,10,Round tomatoes bulk,2501000010,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,203,22,,,,175
429,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_388,38:47.0,Nut allergy,42,Oranges 1kg,2501100042,Fruits & Vegetables,Fresh products. No preservatives,Spring,view,267,9,,,,260
16,f1a3b3ec-8c32-40cf-8b00-e39ca2f82021,sess_284,23:53.1,Nut allergy,1207,Semolina,2510600026,Savory Grocery,Natural ingredients,Winter,click,331,18,,,,140
136,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_80,49:48.5,Keto diet,246,Semi-skimmed milk 1L,2504000046,Dairy Products,Pasteurized milk. Lactic ferments,Winter,view,302,14,,,,165
175,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_319,14:40.1,Keto diet,2,Yellow onions bulk,2501000002,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,236,20,,,,145
215,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_352,18:02.9,Keto diet,6,Eggplants bulk,2501000006,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,165,10,,,,115
358,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_130,23:16.6,Keto diet,24,Zucchini bulk,2501000024,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,304,18,,,,195
464,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_235,39:58.5,Keto diet,46,Strawberries 1kg,2501100046,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,355,7,,,,325
495,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_144,53:58.5,Keto diet,49,Bananas 1kg,2501100049,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,294,23,,,,130
517,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_203,19:51.7,Keto diet,33,Carrots bulk,2501000033,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,213,8,,,,155
548,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_406,36:59.1,Keto diet,52,Pears 1kg,2501100052,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,125,17,,,,155
597,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_202,18:19.1,Keto diet,58,Oranges 1kg,2501100058,Fruits & Vegetables,Fresh products. No preservatives,Winter,view,135,23,,,,325
617,9ca9c172-51d0-4560-8c69-9ce9c79f1da2,sess_408,35:03.8,Keto diet,60,Pears 1kg,2501100060,Fruits & Vegetables,Fresh products. No preservatives,Winter,click,252,17,,,,140
