id,barcode,name,price,category_name,brand,supplier,expiration_date,allergens,Ingredients vary by product,tags
327,2505000027,Chocolate croissant,115,Bakery & Pastry,The Crown,The Crown Bakery,8/1/2026 14:00,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
328,2505000028,Brioche,75,Bakery & Pastry,The Crown,The Crown Bakery,7/4/2026 17:37,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
329,2505000029,Whole wheat bread,75,Bakery & Pastry,The Crown,The Crown Bakery,12/31/2026 5:17,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
330,2505000030,Sandwich bread,110,Bakery & Pastry,The Crown,The Crown Bakery,7/2/2026 3:50,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
331,2505000031,Sandwich bread,135,Bakery & Pastry,The Crown,The Crown Bakery,9/14/2026 16:56,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
332,2505000032,Traditional bread,95,Bakery & Pastry,The Crown,The Crown Bakery,7/14/2026 18:06,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
333,2505000033,Baguette,55,Bakery & Pastry,The Crown,The Crown Bakery,5/22/2026 14:13,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
334,2505000034,Croissant,110,Bakery & Pastry,The Crown,The Crown Bakery,9/19/2026 21:55,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
335,2505000035,Chocolate croissant,55,Bakery & Pastry,The Crown,The Crown Bakery,6/22/2026 12:24,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
336,2505000036,Brioche,50,Bakery & Pastry,The Crown,The Crown Bakery,10/28/2026 17:21,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
337,2505000037,Whole wheat bread,30,Bakery & Pastry,The Crown,The Crown Bakery,7/22/2026 21:42,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
338,2505000038,Sandwich bread,40,Bakery & Pastry,The Crown,The Crown Bakery,1/29/2027 1:04,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
339,2505000039,Sandwich bread,40,Bakery & Pastry,The Crown,The Crown Bakery,8/28/2026 1:35,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
340,2505000040,Traditional bread,120,Bakery & Pastry,The Crown,The Crown Bakery,10/19/2026 15:40,"[""gluten""]",Wheat flour. Yeast. Salt,"[""bread"". ""fresh""]"
341,2506000001,Medium couscous 1kg,475,Savory Grocery,Ifruit,Cevital Agro,2/10/2027 20:23,[],Ingredients vary by product,"[""grocery""]"
342,2506000002,Long grain rice 1kg,285,Savory Grocery,El Kseur,Cevital Agro,6/26/2026 23:31,"[""soy""]",Ingredients vary by product,"[""grocery""]"
343,2506000003,Lentils 1kg,425,Savory Grocery,El Bahdja,Cevital Agro,12/16/2026 12:43,[],Ingredients vary by product,"[""grocery""]"
344,2506000004,Chickpeas 1kg,330,Savory Grocery,Beldi,Cevital Agro,10/31/2026 16:04,[],Ingredients vary by product,"[""grocery""]"
345,2506000005,Flour 1kg,170,Savory Grocery,El Kseur,Cevital Agro,6/28/2026 5:55,[],Ingredients vary by product,"[""grocery""]"
346,2506000006,Sugar 1kg,455,Savory Grocery,Beldi,Cevital Agro,8/28/2026 18:13,"[""gluten""]",Ingredients vary by product,"[""grocery""]"
347,2506000007,Fine salt 1kg,360,Savory Grocery,Cevital,Cevital Agro,7/16/2026 1:04,[],Ingredients vary by product,"[""grocery""]"
348,2506000008,Olive oil 1L,325,Savory Grocery,El Kseur,Cevital Agro,10/11/2026 7:41,"[""soy""]",Ingredients vary by product,"[""grocery""]"
349,2506000009,Sunflower oil 1L,80,Savory Grocery,Beldi,Cevital Agro,10/11/2026 17:30,"[""soy""]",Ingredients vary by product,"[""grocery""]"
350,2506000010,Vinegar 1L,420,Savory Grocery,Cevital,Cevital Agro,9/27/2026 1:37,[],Ingredients vary by product,"[""grocery""]"
351,2506000011,Tomato concentrate,160,Savory Grocery,Cevital,Cevital Agro,5/30/2026 23:20,[],Ingredients vary by product,"[""grocery""]"
352,2506000012,Tomato sauce,410,Savory Grocery,El Kseur,Cevital Agro,7/5/2026 8:33,[],Ingredients vary by product,"[""grocery""]"
353,2506000013,Mayonnaise,60,Savory Grocery,Ifruit,Cevital Agro,7/5/2026 12:57,[],Ingredients vary by product,"[""grocery""]"
354,2506000014,Harissa,425,Savory Grocery,El Kseur,Cevital Agro,6/30/2026 17:06,[],Ingredients vary by product,"[""grocery""]"
355,2506000015,Canned sardines,255,Savory Grocery,El Bahdja,Cevital Agro,7/25/2026 15:36,[],Ingredients vary by product,"[""grocery""]"
356,2506000016,Canned tuna,485,Savory Grocery,El Kseur,Cevital Agro,1/27/2027 9:50,[],Ingredients vary by product,"[""grocery""]"
357,2506000017,Pickles,320,Savory Grocery,El Kseur,Cevital Agro,10/8/2026 0:52,[],Ingredients vary by product,"[""grocery""]"
358,2506000018,Green olives,440,Savory Grocery,Beldi,Cevital Agro,1/12/2027 7:37,[],Ingredients vary by product,"[""grocery""]"
359,2506000019,Black olives,295,Savory Grocery,El Bahdja,Cevital Agro,12/28/2026 21:42,[],Ingredients vary by product,"[""grocery""]"
360,2506000020,Capers,295,Savory Grocery,El Bahdja,Cevital Agro,8/17/2026 5:39,[],Ingredients vary by product,"[""grocery""]"
361,2506000021,Garlic,400,Savory Grocery,El Kseur,Cevital Agro,12/24/2026 23:45,[],Ingredients vary by product,"[""grocery""]"
362,2506000022,Dried onions,350,Savory Grocery,El Kseur,Cevital Agro,1/1/2027 12:26,[],Ingredients vary by product,"[""grocery""]"
363,2506000023,Potato chips,435,Savory Grocery,El Kseur,Cevital Agro,7/9/2026 13:13,[],Ingredients vary by product,"[""grocery""]"
364,2506000024,Peanuts,300,Savory Grocery,Beldi,Cevital Agro,10/26/2026 23:50,[],Ingredients vary by product,"[""grocery""]"
365,2506000025,Spaghetti pasta,170,Savory Grocery,Cevital,Cevital Agro,7/17/2026 20:30,[],Ingredients vary by product,"[""grocery""]"
366,2506000026,Medium couscous 1kg,415,Savory Grocery,Beldi,Cevital Agro,6/20/2026 17:45,"[""gluten""]",Ingredients vary by product,"[""grocery""]"
367,2506000027,Long grain rice 1kg,515,Savory Grocery,Ifruit,Cevital Agro,9/10/2026 7:31,[],Ingredients vary by product,"[""grocery""]"
368,2506000028,Lentils 1kg,530,Savory Grocery,Cevital,Cevital Agro,12/31/2026 6:16,[],Ingredients vary by product,"[""grocery""]"
369,2506000029,Chickpeas 1kg,225,Savory Grocery,Ifruit,Cevital Agro,6/23/2026 2:57,[],Ingredients vary by product,"[""grocery""]"
370,2506000030,Flour 1kg,500,Savory Grocery,Beldi,Cevital Agro,10/12/2026 0:38,[],Ingredients vary by product,"[""grocery""]"
371,2506000031,Sugar 1kg,120,Savory Grocery,Ifruit,Cevital Agro,11/19/2026 15:57,[],Ingredients vary by product,"[""grocery""]"
372,2506000032,Fine salt 1kg,200,Savory Grocery,Beldi,Cevital Agro,2/1/2027 11:48,[],Ingredients vary by product,"[""grocery""]"
373,2506000033,Olive oil 1L,55,Savory Grocery,El Bahdja,Cevital Agro,8/23/2026 20:20,[],Ingredients vary by product,"[""grocery""]"
374,2506000034,Sunflower oil 1L,215,Savory Grocery,Ifruit,Cevital Agro,8/2/2026 22:36,"[""soy""]",Ingredients vary by product,"[""grocery""]"
375,2506000035,Vinegar 1L,170,Savory Grocery,El Kseur,Cevital Agro,11/14/2026 11:31,[],Ingredients vary by product,"[""grocery""]"
376,2506000036,Tomato concentrate,255,Savory Grocery,El Bahdja,Cevital Agro,12/12/2026 3:49,[],Ingredients vary by product,"[""grocery""]"
377,2506000037,Tomato sauce,90,Savory Grocery,El Kseur,Cevital Agro,11/25/2026 14:14,[],Ingredients vary by product,"[""grocery""]"
378,2506000038,Mayonnaise,50,Savory Grocery,Beldi,Cevital Agro,11/17/2026 0:34,[],Ingredients vary by product,"[""grocery""]"
379,2506000039,Harissa,215,Savory Grocery,El Kseur,Cevital Agro,8/8/2026 14:39,[],Ingredients vary by product,"[""grocery""]"
380,2506000040,Canned sardines,355,Savory Grocery,Beldi,Cevital Agro,12/22/2026 8:29,[],Ingredients vary by product,"[""grocery""]"
381,2506000041,Canned tuna,495,Savory Grocery,Cevital,Cevital Agro,1/27/2027 10:42,[],Ingredients vary by product,"[""grocery""]"
382,2506000042,Pickles,130,Savory Grocery,Cevital,Cevital Agro,2/8/2027 4:43,[],Ingredients vary by product,"[""grocery""]"
383,2506000043,Green olives,350,Savory Grocery,Beldi,Cevital Agro,6/21/2026 1:36,[],Ingredients vary by product,"[""grocery""]"
384,2506000044,Black olives,400,Savory Grocery,El Bahdja,Cevital Agro,1/15/2027 9:00,[],Ingredients vary by product,"[""grocery""]"
385,2506000045,Capers,45,Savory Grocery,Cevital,Cevital Agro,8/9/2026 17:34,"[""gluten""]",Ingredients vary by product,"[""grocery""]"
386,2506000046,Garlic,415,Savory Grocery,El Bahdja,Cevital Agro,10/26/2026 4:57,[],Ingredients vary by product,"[""grocery""]"
387,2506000047,Dried onions,380,Savory Grocery,Beldi,Cevital Agro,10/10/2026 21:47,[],Ingredients vary by product,"[""grocery""]"
388,2506000048,Potato chips,480,Savory Grocery,Cevital,Cevital Agro,12/8/2026 7:51,[],Ingredients vary by product,"[""grocery""]"
389,2506000049,Peanuts,185,Savory Grocery,Ifruit,Cevital Agro,6/15/2026 0:33,"[""soy""]",Ingredients vary by product,"[""grocery""]"
390,2506000050,Spaghetti pasta,190,Savory Grocery,Ifruit,Cevital Agro,12/5/2026 16:48,[],Ingredients vary by product,"[""grocery""]"
391,2506000051,Medium couscous 1kg,380,Savory Grocery,Ifruit,Cevital Agro,9/17/2026 2:20,[],Ingredients vary by product,"[""grocery""]"
392,2506000052,Long grain rice 1kg,225,Savory Grocery,Cevital,Cevital Agro,10/13/2026 17:24,[],Ingredients vary by product,"[""grocery""]"
393,2506000053,Lentils 1kg,240,Savory Grocery,Beldi,Cevital Agro,6/26/2026 3:28,[],Ingredients vary by product,"[""grocery""]"
394,2506000054,Chickpeas 1kg,200,Savory Grocery,El Kseur,Cevital Agro,12/25/2026 4:22,[],Ingredients vary by product,"[""grocery""]"
395,2506000055,Flour 1kg,335,Savory Grocery,Beldi,Cevital Agro,12/17/2026 20:40,[],Ingredients vary by product,"[""grocery""]"
396,2506000056,Sugar 1kg,280,Savory Grocery,Cevital,Cevital Agro,10/29/2026 10:21,[],Ingredients vary by product,"[""grocery""]"
397,2506000057,Fine salt 1kg,50,Savory Grocery,El Kseur,Cevital Agro,7/3/2026 13:29,"[""soy""]",Ingredients vary by product,"[""grocery""]"
398,2506000058,Olive oil 1L,215,Savory Grocery,Ifruit,Cevital Agro,8/13/2026 6:15,[],Ingredients vary by product,"[""grocery""]"
399,2506000059,Sunflower oil 1L,125,Savory Grocery,Cevital,Cevital Agro,11/27/2026 14:13,[],Ingredients vary by product,"[""grocery""]"
400,2506000060,Vinegar 1L,450,Savory Grocery,Cevital,Cevital Agro,10/17/2026 17:30,[],Ingredients vary by product,"[""grocery""]"
401,2506000061,Tomato concentrate,200,Savory Grocery,Cevital,Cevital Agro,10/30/2026 14:36,[],Ingredients vary by product,"[""grocery""]"
402,2506000062,Tomato sauce,65,Savory Grocery,Beldi,Cevital Agro,6/30/2026 4:39,[],Ingredients vary by product,"[""grocery""]"
403,2506000063,Mayonnaise,90,Savory Grocery,El Kseur,Cevital Agro,5/24/2026 22:22,[],Ingredients vary by product,"[""grocery""]"
404,2506000064,Harissa,145,Savory Grocery,El Bahdja,Cevital Agro,6/25/2026 21:27,[],Ingredients vary by product,"[""grocery""]"
405,2506000065,Canned sardines,425,Savory Grocery,El Kseur,Cevital Agro,10/24/2026 14:12,[],Ingredients vary by product,"[""grocery""]"
406,2506000066,Canned tuna,240,Savory Grocery,Cevital,Cevital Agro,12/19/2026 19:11,[],Ingredients vary by product,"[""grocery""]"
407,2506000067,Pickles,440,Savory Grocery,El Kseur,Cevital Agro,10/2/2026 17:29,[],Ingredients vary by product,"[""grocery""]"
408,2506000068,Green olives,95,Savory Grocery,El Kseur,Cevital Agro,12/27/2026 9:01,[],Ingredients vary by product,"[""grocery""]"
409,2506000069,Black olives,100,Savory Grocery,El Kseur,Cevital Agro,5/28/2026 10:05,[],Ingredients vary by product,"[""grocery""]"
410,2506000070,Capers,95,Savory Grocery,El Bahdja,Cevital Agro,6/28/2026 23:29,[],Ingredients vary by product,"[""grocery""]"
411,2506000071,Garlic,195,Savory Grocery,Cevital,Cevital Agro,7/11/2026 10:16,[],Ingredients vary by product,"[""grocery""]"
412,2506000072,Dried onions,275,Savory Grocery,El Bahdja,Cevital Agro,7/9/2026 10:52,"[""soy""]",Ingredients vary by product,"[""grocery""]"
413,2506000073,Potato chips,370,Savory Grocery,El Kseur,Cevital Agro,1/1/2027 14:45,[],Ingredients vary by product,"[""grocery""]"
414,2506000074,Peanuts,470,Savory Grocery,El Bahdja,Cevital Agro,8/16/2026 7:51,"[""gluten""]",Ingredients vary by product,"[""grocery""]"
415,2506000075,Spaghetti pasta,245,Savory Grocery,El Kseur,Cevital Agro,2/12/2027 0:56,"[""soy""]",Ingredients vary by product,"[""grocery""]"
416,2506000076,Medium couscous 1kg,510,Savory Grocery,Cevital,Cevital Agro,11/26/2026 5:01,[],Ingredients vary by product,"[""grocery""]"
417,2506000077,Long grain rice 1kg,80,Savory Grocery,El Kseur,Cevital Agro,1/24/2027 8:58,[],Ingredients vary by product,"[""grocery""]"
418,2506000078,Lentils 1kg,135,Savory Grocery,El Kseur,Cevital Agro,8/15/2026 21:06,[],Ingredients vary by product,"[""grocery""]"
419,2506000079,Chickpeas 1kg,400,Savory Grocery,Beldi,Cevital Agro,2/3/2027 2:26,[],Ingredients vary by product,"[""grocery""]"
420,2506000080,Flour 1kg,55,Savory Grocery,Cevital,Cevital Agro,10/31/2026 16:21,[],Ingredients vary by product,"[""grocery""]"
421,2506000081,Sugar 1kg,265,Savory Grocery,El Kseur,Cevital Agro,7/20/2026 12:21,[],Ingredients vary by product,"[""grocery""]"
422,2506000082,Fine salt 1kg,85,Savory Grocery,Beldi,Cevital Agro,11/7/2026 6:39,[],Ingredients vary by product,"[""grocery""]"
423,2506000083,Olive oil 1L,335,Savory Grocery,El Kseur,Cevital Agro,11/9/2026 0:27,[],Ingredients vary by product,"[""grocery""]"
424,2506000084,Sunflower oil 1L,400,Savory Grocery,Cevital,Cevital Agro,9/12/2026 8:20,[],Ingredients vary by product,"[""grocery""]"
425,2506000085,Vinegar 1L,490,Savory Grocery,Ifruit,Cevital Agro,11/29/2026 2:08,[],Ingredients vary by product,"[""grocery""]"
426,2506000086,Tomato concentrate,95,Savory Grocery,El Kseur,Cevital Agro,2/5/2027 13:33,[],Ingredients vary by product,"[""grocery""]"
427,2506000087,Tomato sauce,140,Savory Grocery,El Bahdja,Cevital Agro,11/23/2026 19:41,[],Ingredients vary by product,"[""grocery""]"
428,2506000088,Mayonnaise,290,Savory Grocery,Cevital,Cevital Agro,7/24/2026 10:40,[],Ingredients vary by product,"[""grocery""]"
429,2506000089,Harissa,180,Savory Grocery,El Bahdja,Cevital Agro,10/18/2026 14:51,[],Ingredients vary by product,"[""grocery""]"
430,2506000090,Canned sardines,260,Savory Grocery,Cevital,Cevital Agro,11/23/2026 15:08,[],Ingredients vary by product,"[""grocery""]"
431,2506000091,Canned tuna,425,Savory Grocery,Beldi,Cevital Agro,9/12/2026 15:34,[],Ingredients vary by product,"[""grocery""]"
432,2506000092,Pickles,355,Savory Grocery,El Kseur,Cevital Agro,6/3/2026 10:12,[],Ingredients vary by product,"[""grocery""]"
433,2506000093,Green olives,45,Savory Grocery,Ifruit,Cevital Agro,11/15/2026 5:12,[],Ingredients vary by product,"[""grocery""]"
434,2506000094,Black olives,150,Savory Grocery,Ifruit,Cevital Agro,2/10/2027 22:22,[],Ingredients vary by product,"[""grocery""]"
435,2506000095,Capers,105,Savory Grocery,Cevital,Cevital Agro,10/4/2026 9:58,[],Ingredients vary by product,"[""grocery""]"
436,2506000096,Garlic,110,Savory Grocery,Ifruit,Cevital Agro,5/21/2026 23:56,[],Ingredients vary by product,"[""grocery""]"
437,2506000097,Dried onions,315,Savory Grocery,Beldi,Cevital Agro,6/15/2026 20:29,"[""soy""]",Ingredients vary by product,"[""grocery""]"
438,2506000098,Potato chips,60,Savory Grocery,Ifruit,Cevital Agro,10/29/2026 10:45,[],Ingredients vary by product,"[""grocery""]"
439,2506000099,Peanuts,180,Savory Grocery,Cevital,Cevital Agro,7/29/2026 15:22,[],Ingredients vary by product,"[""grocery""]"
440,2506000100,Spaghetti pasta,305,Savory Grocery,Ifruit,Cevital Agro,11/2/2026 9:33,"[""soy""]",Ingredients vary by product,"[""grocery""]"
441,2506000101,Medium couscous 1kg,195,Savory Grocery,Ifruit,Cevital Agro,5/21/2026 13:51,[],Ingredients vary by product,"[""grocery""]"
442,2506000102,Long grain rice 1kg,170,Savory Grocery,Beldi,Cevital Agro,9/16/2026 23:50,[],Ingredients vary by product,"[""grocery""]"
443,2506000103,Lentils 1kg,390,Savory Grocery,Beldi,Cevital Agro,11/29/2026 19:03,[],Ingredients vary by product,"[""grocery""]"
444,2506000104,Chickpeas 1kg,215,Savory Grocery,El Kseur,Cevital Agro,11/14/2026 0:23,[],Ingredients vary by product,"[""grocery""]"
445,2506000105,Flour 1kg,380,Savory Grocery,Cevital,Cevital Agro,1/24/2027 2:56,"[""gluten""]",Ingredients vary by product,"[""grocery""]"
446,2506000106,Sugar 1kg,190,Savory Grocery,El Kseur,Cevital Agro,11/21/2026 2:47,[],Ingredients vary by product,"[""grocery""]"
447,2506000107,Fine salt 1kg,160,Savory Grocery,El Kseur,Cevital Agro,8/13/2026 16:04,[],Ingredients vary by product,"[""grocery""]"
448,2506000108,Olive oil 1L,250,Savory Grocery,Cevital,Cevital Agro,6/14/2026 15:33,[],Ingredients vary by product,"[""grocery""]"
449,2506000109,Sunflower oil 1L,380,Savory Grocery,Ifruit,Cevital Agro,6/27/2026 18:09,[],Ingredients vary by product,"[""grocery""]"
450,2506000110,Vinegar 1L,220,Savory Grocery,Beldi,Cevital Agro,12/17/2026 16:05,[],Ingredients vary by product,"[""grocery""]"
451,2506000111,Tomato concentrate,290,Savory Grocery,Ifruit,Cevital Agro,12/19/2026 9:26,[],Ingredients vary by product,"[""grocery""]"
452,2506000112,Tomato sauce,105,Savory Grocery,Beldi,Cevital Agro,12/19/2026 15:59,[],Ingredients vary by product,"[""grocery""]"
453,2506000113,Mayonnaise,430,Savory Grocery,Cevital,Cevital Agro,12/14/2026 8:25,"[""soy""]",Ingredients vary by product,"[""grocery""]"
454,2506000114,Harissa,250,Savory Grocery,El Kseur,Cevital Agro,12/24/2026 12:48,[],Ingredients vary by product,"[""grocery""]"
455,2506000115,Canned sardines,255,Savory Grocery,Beldi,Cevital Agro,12/8/2026 3:38,[],Ingredients vary by product,"[""grocery""]"
456,2506000116,Canned tuna,450,Savory Grocery,El Kseur,Cevital Agro,9/6/2026 19:36,[],Ingredients vary by product,"[""grocery""]"
457,2506000117,Pickles,35,Savory Grocery,Ifruit,Cevital Agro,6/2/2026 10:52,[],Ingredients vary by product,"[""grocery""]"
458,2506000118,Green olives,520,Savory Grocery,El Kseur,Cevital Agro,7/31/2026 5:42,[],Ingredients vary by product,"[""grocery""]"
459,2506000119,Black olives,425,Savory Grocery,Ifruit,Cevital Agro,8/4/2026 12:42,[],Ingredients vary by product,"[""grocery""]"
460,2506000120,Capers,300,Savory Grocery,El Bahdja,Cevital Agro,7/9/2026 9:21,[],Ingredients vary by product,"[""grocery""]"
461,2506000121,Garlic,365,Savory Grocery,El Bahdja,Cevital Agro,9/5/2026 0:06,[],Ingredients vary by product,"[""grocery""]"
462,2506000122,Dried onions,395,Savory Grocery,El Bahdja,Cevital Agro,12/19/2026 22:13,[],Ingredients vary by product,"[""grocery""]"
463,2506000123,Potato chips,315,Savory Grocery,El Kseur,Cevital Agro,8/28/2026 20:08,[],Ingredients vary by product,"[""grocery""]"
464,2506000124,Peanuts,415,Savory Grocery,El Bahdja,Cevital Agro,12/16/2026 12:03,[],Ingredients vary by product,"[""grocery""]"
465,2506000125,Spaghetti pasta,410,Savory Grocery,Beldi,Cevital Agro,11/30/2026 5:23,[],Ingredients vary by product,"[""grocery""]"
466,2506000126,Medium couscous 1kg,440,Savory Grocery,Cevital,Cevital Agro,10/30/2026 11:23,[],Ingredients vary by product,"[""grocery""]"
467,2506000127,Long grain rice 1kg,200,Savory Grocery,Cevital,Cevital Agro,1/12/2027 9:21,[],Ingredients vary by product,"[""grocery""]"
468,2506000128,Lentils 1kg,510,Savory Grocery,El Kseur,Cevital Agro,2/5/2027 11:54,"[""gluten""]",Ingredients vary by product,"[""grocery""]"
469,2506000129,Chickpeas 1kg,30,Savory Grocery,El Bahdja,Cevital Agro,10/1/2026 9:53,[],Ingredients vary by product,"[""grocery""]"
470,2506000130,Flour 1kg,525,Savory Grocery,El Kseur,Cevital Agro,1/13/2027 10:55,[],Ingredients vary by product,"[""grocery""]"
471,2506000131,Sugar 1kg,520,Savory Grocery,Beldi,Cevital Agro,1/24/2027 2:34,[],Ingredients vary by product,"[""grocery""]"
472,2506000132,Fine salt 1kg,370,Savory Grocery,Ifruit,Cevital Agro,12/5/2026 20:01,[],Ingredients vary by product,"[""grocery""]"
473,2506000133,Olive oil 1L,110,Savory Grocery,El Kseur,Cevital Agro,8/8/2026 14:28,[],Ingredients vary by product,"[""grocery""]"
474,2506000134,Sunflower oil 1L,395,Savory Grocery,El Bahdja,Cevital Agro,11/16/2026 3:34,[],Ingredients vary by product,"[""grocery""]"
475,2506000135,Vinegar 1L,60,Savory Grocery,El Bahdja,Cevital Agro,12/27/2026 2:35,"[""soy""]",Ingredients vary by product,"[""grocery""]"
476,2506000136,Tomato concentrate,520,Savory Grocery,Cevital,Cevital Agro,6/15/2026 22:55,"[""soy""]",Ingredients vary by product,"[""grocery""]"
477,2506000137,Tomato sauce,395,Savory Grocery,El Kseur,Cevital Agro,9/2/2026 17:39,"[""gluten""]",Ingredients vary by product,"[""grocery""]"
478,2506000138,Mayonnaise,465,Savory Grocery,El Kseur,Cevital Agro,1/24/2027 13:45,[],Ingredients vary by product,"[""grocery""]"
479,2506000139,Harissa,115,Savory Grocery,Beldi,Cevital Agro,8/4/2026 14:27,[],Ingredients vary by product,"[""grocery""]"
480,2506000140,Canned sardines,225,Savory Grocery,Cevital,Cevital Agro,12/10/2026 22:46,[],Ingredients vary by product,"[""grocery""]"
481,2506000141,Canned tuna,450,Savory Grocery,Cevital,Cevital Agro,9/28/2026 16:43,[],Ingredients vary by product,"[""grocery""]"
482,2506000142,Pickles,280,Savory Grocery,Cevital,Cevital Agro,1/3/2027 13:32,[],Ingredients vary by product,"[""grocery""]"
483,2506000143,Green olives,265,Savory Grocery,Ifruit,Cevital Agro,11/11/2026 14:20,[],Ingredients vary by product,"[""grocery""]"
484,2506000144,Black olives,75,Savory Grocery,El Bahdja,Cevital Agro,12/27/2026 17:35,[],Ingredients vary by product,"[""grocery""]"
485,2506000145,Capers,165,Savory Grocery,El Kseur,Cevital Agro,7/27/2026 5:15,[],Ingredients vary by product,"[""grocery""]"
486,2506000146,Garlic,385,Savory Grocery,El Kseur,Cevital Agro,10/14/2026 20:11,[],Ingredients vary by product,"[""grocery""]"
487,2506000147,Dried onions,305,Savory Grocery,El Bahdja,Cevital Agro,6/19/2026 3:16,[],Ingredients vary by product,"[""grocery""]"
488,2506000148,Potato chips,125,Savory Grocery,El Kseur,Cevital Agro,8/30/2026 7:50,[],Ingredients vary by product,"[""grocery""]"
489,2506000149,Peanuts,145,Savory Grocery,El Kseur,Cevital Agro,8/9/2026 18:51,[],Ingredients vary by product,"[""grocery""]"
490,2506000150,Spaghetti pasta,485,Savory Grocery,El Bahdja,Cevital Agro,6/20/2026 14:58,[],Ingredients vary by product,"[""grocery""]"
491,2506000151,Medium couscous 1kg,460,Savory Grocery,El Bahdja,Cevital Agro,2/4/2027 9:50,[],Ingredients vary by product,"[""grocery""]"
492,2506000152,Long grain rice 1kg,260,Savory Grocery,Ifruit,Cevital Agro,11/21/2026 22:26,[],Ingredients vary by product,"[""grocery""]"
493,2506000153,Lentils 1kg,475,Savory Grocery,Beldi,Cevital Agro,10/28/2026 15:16,[],Ingredients vary by product,"[""grocery""]"
494,2506000154,Chickpeas 1kg,120,Savory Grocery,Cevital,Cevital Agro,7/30/2026 7:29,[],Ingredients vary by product,"[""grocery""]"
495,2506000155,Flour 1kg,225,Savory Grocery,Beldi,Cevital Agro,11/28/2026 22:33,"[""soy""]",Ingredients vary by product,"[""grocery""]"
496,2506000156,Sugar 1kg,475,Savory Grocery,El Kseur,Cevital Agro,9/6/2026 3:36,"[""gluten""]",Ingredients vary by product,"[""grocery""]"
497,2506000157,Fine salt 1kg,135,Savory Grocery,Cevital,Cevital Agro,12/9/2026 16:04,[],Ingredients vary by product,"[""grocery""]"
498,2506000158,Olive oil 1L,200,Savory Grocery,Cevital,Cevital Agro,6/26/2026 5:04,[],Ingredients vary by product,"[""grocery""]"
499,2506000159,Sunflower oil 1L,385,Savory Grocery,El Bahdja,Cevital Agro,8/1/2026 11:08,[],Ingredients vary by product,"[""grocery""]"
500,2506000160,Vinegar 1L,490,Savory Grocery,Ifruit,Cevital Agro,9/4/2026 2:01,[],Ingredients vary by product,"[""grocery""]"
501,2506000161,Tomato concentrate,245,Savory Grocery,Cevital,Cevital Agro,10/9/2026 13:37,[],Ingredients vary by product,"[""grocery""]"
502,2506000162,Tomato sauce,250,Savory Grocery,El Kseur,Cevital Agro,1/24/2027 16:59,[],Ingredients vary by product,"[""grocery""]"
503,2506000163,Mayonnaise,340,Savory Grocery,El Kseur,Cevital Agro,8/12/2026 17:31,[],Ingredients vary by product,"[""grocery""]"
504,2506000164,Harissa,370,Savory Grocery,El Bahdja,Cevital Agro,10/22/2026 4:29,[],Ingredients vary by product,"[""grocery""]"
505,2506000165,Canned sardines,460,Savory Grocery,Ifruit,Cevital Agro,9/1/2026 18:22,"[""soy""]",Ingredients vary by product,"[""grocery""]"
506,2506000166,Canned tuna,485,Savory Grocery,Beldi,Cevital Agro,7/25/2026 3:45,[],Ingredients vary by product,"[""grocery""]"
507,2506000167,Pickles,255,Savory Grocery,Cevital,Cevital Agro,8/5/2026 22:17,[],Ingredients vary by product,"[""grocery""]"
508,2506000168,Green olives,105,Savory Grocery,Ifruit,Cevital Agro,9/24/2026 2:56,[],Ingredients vary by product,"[""grocery""]"
509,2506000169,Black olives,90,Savory Grocery,El Kseur,Cevital Agro,8/15/2026 11:16,[],Ingredients vary by product,"[""grocery""]"
510,2506000170,Capers,45,Savory Grocery,Beldi,Cevital Agro,11/9/2026 9:26,[],Ingredients vary by product,"[""grocery""]"
511,2506000171,Garlic,235,Savory Grocery,Cevital,Cevital Agro,2/6/2027 3:17,"[""gluten""]",Ingredients vary by product,"[""grocery""]"
512,2506000172,Dried onions,105,Savory Grocery,Cevital,Cevital Agro,9/2/2026 17:01,[],Ingredients vary by product,"[""grocery""]"
513,2506000173,Potato chips,180,Savory Grocery,Ifruit,Cevital Agro,8/14/2026 6:39,[],Ingredients vary by product,"[""grocery""]"
514,2506000174,Peanuts,35,Savory Grocery,Cevital,Cevital Agro,2/1/2027 10:01,[],Ingredients vary by product,"[""grocery""]"
